XA,S11,,ATT,0.67416,23.473146,-1929,0,0,0,Time the signal was recorded on Earth at the ground station. Time in seconds since the beginning of the epoch (1 January 1970). The timing can be negative for early in the mission.,,,,1.65625,1969-07-21T03:00:00,1969-08-26T04:00:00
XA,S11,,SHZ,0.67416,23.473146,-1929,0,0,-90,Apollo PSE Alsep Seismometer,1.01E+10,10,M,53,1969-07-21T03:00:00,1969-08-26T04:00:00
XA,S11,0,MH1,0.67416,23.473146,-1929,0,0,0,Apollo PSE Alsep Seismometer,3.58E+09,1,M,6.625,1969-07-21T03:00:00,1969-08-26T04:00:00
XA,S11,0,MH2,0.67416,23.473146,-1929,0,90,0,Apollo PSE Alsep Seismometer,3.58E+09,1,M,6.625,1969-07-21T03:00:00,1969-08-26T04:00:00
XA,S11,0,MHZ,0.67416,23.473146,-1929,0,0,-90,Apollo PSE Alsep Seismometer,3.58E+09,1,M,6.625,1969-07-21T03:00:00,1969-08-26T04:00:00
XA,S12,,ATT,-3.01084,-23.42456,-1424,0,0,0,Time the signal was recorded on Earth at the ground station. Time in seconds since the beginning of the epoch (1 January 1970). The timing can be negative for early in the mission.,,,,1.65625,1969-11-19T14:23:00,1977-09-30T18:50:00
XA,S12,,MH1,-3.04,-23.42,0,0,180,0,Apollo PSE Alsep Seismometer,3.58E+09,1,M,6.625,1969-11-19T14:23:00,1974-10-16T14:02:00
XA,S12,,MH1,-3.04,-23.42,0,0,180,0,Apollo PSE Alsep Seismometer,2.86E+09,1,M,6.625,1974-10-16T14:02:00,1975-04-09T15:31:00
XA,S12,,MH1,-3.04,-23.42,0,0,180,0,Apollo PSE Alsep Seismometer,3.58E+09,1,M,6.625,1975-04-09T15:31:00,1975-06-28T13:31:00
XA,S12,,MH1,-3.04,-23.42,0,0,180,0,Apollo PSE Alsep Seismometer,2.86E+09,1,M,6.625,1975-06-28T13:31:00,1977-03-27T15:41:00
XA,S12,,MH1,-3.04,-23.42,0,0,180,0,Apollo PSE Alsep Seismometer,3.58E+09,1,M,6.625,1977-03-27T15:41:00,1977-09-30T18:50:00
XA,S12,,MH2,-3.04,-23.42,0,0,270,0,Apollo PSE Alsep Seismometer,3.58E+09,1,M,6.625,1969-11-19T14:23:00,1974-10-16T14:02:00
XA,S12,,MH2,-3.04,-23.42,0,0,270,0,Apollo PSE Alsep Seismometer,2.86E+09,1,M,6.625,1974-10-16T14:02:00,1975-04-09T15:31:00
XA,S12,,MH2,-3.04,-23.42,0,0,270,0,Apollo PSE Alsep Seismometer,3.58E+09,1,M,6.625,1975-04-09T15:31:00,1975-06-28T13:31:00
XA,S12,,MH2,-3.04,-23.42,0,0,270,0,Apollo PSE Alsep Seismometer,2.86E+09,1,M,6.625,1975-06-28T13:31:00,1977-03-27T15:41:00
XA,S12,,MH2,-3.04,-23.42,0,0,270,0,Apollo PSE Alsep Seismometer,3.58E+09,1,M,6.625,1977-03-27T15:41:00,1977-09-30T18:50:00
XA,S12,,MHZ,-3.04,-23.42,0,0,0,-90,Apollo PSE Alsep Seismometer,3.58E+09,1,M,6.625,1969-11-19T14:23:00,1974-10-16T14:02:00
XA,S12,,MHZ,-3.04,-23.42,0,0,0,-90,Apollo PSE Alsep Seismometer,2.86E+09,1,M,6.625,1974-10-16T14:02:00,1975-04-09T15:31:00
XA,S12,,MHZ,-3.04,-23.42,0,0,0,-90,Apollo PSE Alsep Seismometer,3.58E+09,1,M,6.625,1975-04-09T15:31:00,1975-06-28T13:31:00
XA,S12,,MHZ,-3.04,-23.42,0,0,0,-90,Apollo PSE Alsep Seismometer,2.86E+09,1,M,6.625,1975-06-28T13:31:00,1977-03-27T15:41:00
XA,S12,,MHZ,-3.04,-23.42,0,0,0,-90,Apollo PSE Alsep Seismometer,3.58E+09,1,M,6.625,1977-03-27T15:41:00,1977-09-30T18:50:00
XA,S12,,SHZ,-3.01084,-23.42456,-1424,0,0,-90,Apollo PSE Alsep Seismometer,1.01E+10,10,M,53,1969-11-19T14:23:00,1977-09-30T18:50:00
XA,S12,0,MH1,-3.01084,-23.42456,-1424,0,180,0,Apollo PSE Alsep Seismometer,3.58E+09,1,M,6.625,1969-11-19T14:23:00,1977-09-30T18:50:00
XA,S12,0,MH2,-3.01084,-23.42456,-1424,0,270,0,Apollo PSE Alsep Seismometer,3.58E+09,1,M,6.625,1969-11-19T14:23:00,1977-09-30T18:50:00
